year,Month,day,TASMAX,TASAVG,TASMIN,DPMAX,DPAVG,DPMIN,RHMAX,RHAVG,RHMIN,sfcWindMAX,sfcWindAVG,sfcWindMIN,PSLMAX,PSLAVG,PSLMIN,PRCPMAX,PRCPAVG,PRCPMIN,VISIB
2013,9,4,25.5576,20.0016,14.4456,13.89,8.334,2.2224,94,55,16,32.1868,16.0934,0,1023.028016,1020.996183,1018.96435,-9999,0,-9999,10.943512
2013,9,5,26.6688,16.668,7.2228,8.8896,5.556,1.1112,93,54,15,14.48406,7.24203,0,1023.028016,1018.456392,1013.884767,-9999,0,-9999,-9999.9
2013,9,6,25.5576,19.446,13.3344,7.2228,4.4448,-2.2224,82,45.5,9,17.70274,8.85137,0,1017.271155,1014.392725,1011.514295,-9999,0,-9999,-9999.9
2013,9,7,27.78,17.7792,7.7784,7.2228,4.4448,-1.1112,87,49,11,20.92142,10.46071,0,1020.996183,1018.117753,1015.239322,-9999,0,-9999,-9999.9
2013,9,8,27.78,16.668,6.1116,7.2228,4.4448,1.6668,82,47,12,14.48406,7.24203,0,1024.043933,1021.504141,1018.96435,-9999,0,-9999,-9999.9
2013,9,9,30.0024,18.8904,7.7784,8.8896,5.556,2.2224,82,48.5,15,17.70274,8.85137,0,1024.043933,1019.980266,1015.9166,-9999,2.032,-9999,14.966862
2013,9,10,28.8912,21.1128,13.3344,16.1124,12.2232,7.7784,100,61.5,23,17.70274,8.85137,0,1020.996183,1017.440475,1013.884767,-9999,0,-9999,9.816974
2013,9,11,25.002,20.0016,15.0012,17.7792,13.89,10.0008,94,67,40,20.92142,10.46071,0,1018.96435,1015.9166,1012.86885,-9999,3.048,-9999,9.65604
2013,9,12,28.8912,20.0016,10.5564,16.1124,12.2232,7.7784,100,63.5,27,20.92142,10.46071,0,1017.271155,1013.376809,1009.482462,-9999,0.254,-9999,9.977908
2013,9,13,20.0016,16.1124,12.2232,17.2236,12.7788,8.8896,94,69.5,45,35.40548,17.70274,0,1017.948433,1014.562045,1011.175656,-9999,5.08,-9999,10.138842
2013,9,14,20.0016,15.0012,10.0008,11.112,7.7784,2.2224,100,62,24,32.1868,16.0934,0,1018.96435,1017.271155,1015.577961,-9999,0,-9999,10.138842
2013,9,15,23.8908,16.668,9.4452,11.112,8.334,5.0004,88,56.5,25,32.1868,16.0934,0,1017.271155,1014.223406,1011.175656,-9999,0,-9999,10.782578
2013,9,16,17.7792,14.4456,10.5564,13.89,10.0008,7.2228,94,73.5,53,6.43736,3.21868,0,1013.884767,1010.498378,1007.111989,-9999,0.508,-9999,9.012304
2013,9,17,23.8908,16.668,9.4452,15.0012,11.112,8.8896,100,67,34,28.96812,14.48406,0,1007.450628,1003.556281,999.6619344,-9999,0,-9999,8.207634
2013,9,18,20.0016,14.4456,8.334,13.89,5.0004,-2.2224,87,51,15,32.1868,16.0934,0,1008.127906,1005.926753,1003.725601,-9999,0,-9999,10.138842
2013,9,19,25.002,15.5568,5.556,12.7788,6.6672,3.8892,94,60,26,20.92142,10.46071,0,1013.207489,1008.635864,1004.06424,-9999,3.048,-9999,10.782578
2013,9,20,18.8904,13.89,8.8896,11.112,5.556,1.1112,88,57,26,25.74944,14.48406,3.21868,1018.96435,1016.085919,1013.207489,-9999,0,-9999,11.104446
2013,9,21,20.5572,12.2232,3.3336,7.2228,5.0004,2.2224,93,57,21,32.1868,16.0934,0,1022.0121,1019.980266,1017.948433,-9999,0,-9999,10.46071
2013,9,22,18.8904,13.3344,7.7784,10.0008,7.2228,5.0004,93,62,31,17.70274,8.85137,0,1023.028016,1021.673461,1020.318905,-9999,0,-9999,10.299776
2013,9,23,18.8904,12.2232,5.556,10.0008,6.6672,3.8892,100,65.5,31,35.40548,17.70274,0,1022.0121,1018.79503,1015.577961,-9999,0,-9999,9.65604
2013,9,24,20.5572,16.668,12.7788,11.112,7.7784,5.556,82,55,28,43.45218,23.33543,3.21868,1016.255239,1014.731364,1013.207489,-9999,0,-9999,10.46071
2013,9,25,28.8912,16.668,5.0004,10.0008,6.1116,1.1112,100,56,12,17.70274,8.85137,0,1017.271155,1014.223406,1011.175656,-9999,0,-9999,-9999.9
2013,9,26,28.8912,18.3348,7.7784,7.2228,4.4448,0,87,48.5,10,25.74944,12.87472,0,1017.271155,1012.86885,1008.466545,-9999,0,-9999,-9999.9
2013,9,27,21.6684,15.5568,10.0008,15.0012,8.8896,4.4448,94,61,28,20.92142,10.46071,0,1017.271155,1014.392725,1011.514295,-9999,0,-9999,10.621644
2013,9,28,21.6684,16.668,11.6676,13.89,11.6676,9.4452,94,69.5,45,17.70274,8.85137,0,1017.271155,1015.070003,1012.86885,-9999,0,-9999,9.65604
2013,9,29,25.002,17.7792,10.0008,13.89,11.6676,8.8896,100,70,40,11.26538,5.63269,0,1016.255239,1012.86885,1009.482462,-9999,0,-9999,10.138842
2013,9,30,17.7792,15.5568,12.7788,15.0012,13.89,8.8896,100,82,64,32.1868,16.0934,0,1012.191572,1007.619948,1003.048323,-9999,3.048,-9999,8.529502
2013,10,1,12.7788,10.0008,5.556,12.7788,8.8896,2.778,100,82.5,65,20.92142,10.46071,0,1010.159739,1006.096073,1002.032406,-9999,0.762,-9999,9.65604
2013,10,2,10.5564,7.2228,3.8892,7.7784,5.556,2.778,93,81.5,70,14.48406,7.24203,0,1019.302989,1014.731364,1010.159739,-9999,2.032,-9999,9.173238
2013,10,3,7.7784,5.556,3.8892,7.2228,2.2224,-3.8892,100,68.5,37,28.96812,14.48406,0,1029.123516,1024.551891,1019.980266,-9999,0.254,-9999,9.816974
2013,10,4,10.0008,5.556,0.5556,2.778,0,-3.8892,87,58.5,30,11.26538,5.63269,0,1031.155349,1029.631474,1028.107599,-9999,0,-9999,9.65604
2013,10,5,15.0012,5.556,-3.3336,2.2224,-2.2224,-10.0008,100,57.5,15,14.48406,7.24203,0,1032.848543,1028.276919,1023.705294,-9999,0,-9999,6.920162
2013,10,6,18.8904,8.8896,-0.5556,2.778,-0.5556,-3.8892,93,55.5,18,20.92142,10.46071,0,1028.784877,1026.414405,1024.043933,-9999,0,-9999,9.816974
2013,10,7,18.3348,9.4452,0.5556,3.8892,1.1112,-2.2224,93,58.5,24,17.70274,8.85137,0,1030.478071,1027.76896,1025.059849,-9999,0,-9999,8.529502
2013,10,8,18.8904,12.2232,5.556,6.1116,2.778,-2.2224,81,50.5,20,25.74944,12.87472,0,1029.800794,1027.261002,1024.721211,-9999,0,-9999,-9999.9
2013,10,9,17.7792,12.2232,6.1116,8.8896,6.1116,3.3336,87,63,39,20.92142,10.46071,0,1028.446238,1024.043933,1019.641628,-9999,0,-9999,10.299776
2013,10,10,23.8908,15.5568,6.6672,11.112,7.2228,3.8892,93,61.5,30,14.48406,7.24203,0,1021.673461,1017.609794,1013.546128,-9999,0,-9999,9.65604
2013,10,11,23.8908,17.7792,11.112,11.112,8.8896,7.2228,94,67,40,14.48406,7.24203,0,1023.028016,1020.488225,1017.948433,-9999,0,-9999,8.690436
2013,10,12,27.78,17.2236,6.6672,12.2232,10.0008,7.2228,100,66,32,20.92142,10.46071,0,1025.059849,1022.350738,1019.641628,-9999,0,-9999,7.402964
2013,10,13,25.5576,18.8904,12.2232,15.0012,12.7788,9.4452,94,69,44,28.96812,14.48406,0,1025.059849,1022.181419,1019.302989,-9999,0,-9999,6.759228
2013,10,14,22.7796,16.668,10.5564,15.0012,12.7788,11.112,100,77.5,55,25.74944,12.87472,0,1024.043933,1020.657544,1017.271155,-9999,0,-9999,4.82802
2013,10,15,22.7796,17.2236,11.6676,16.1124,13.3344,11.6676,100,72.5,45,17.70274,8.85137,0,1022.0121,1017.779114,1013.546128,-9999,1.016,-9999,6.920162
2013,10,16,20.5572,15.5568,7.7784,13.89,11.6676,7.2228,100,72.5,45,43.45218,21.72609,0,1015.239322,1007.789267,1000.339212,-9999,20.066,-9999,7.563898
2013,10,17,11.6676,8.8896,5.556,8.8896,7.2228,3.3336,93,82.5,72,35.40548,19.31208,3.21868,1012.191572,1007.619948,1003.048323,-9999,1.016,-9999,9.816974
2013,10,18,16.668,12.2232,8.334,10.0008,6.1116,3.3336,93,66.5,40,40.2335,23.33543,6.43736,1018.96435,1015.577961,1012.191572,-9999,0,-9999,9.816974
2013,10,19,18.8904,12.2232,5.556,7.2228,4.4448,2.778,87,59,31,20.92142,10.46071,0,1029.123516,1024.043933,1018.96435,-9999,0,-9999,11.587248
2013,10,20,20.0016,10.0008,0.5556,7.7784,4.4448,1.1112,100,67,34,14.48406,7.24203,0,1031.832627,1028.446238,1025.059849,-9999,0,-9999,9.334172
2013,10,21,23.8908,13.3344,2.778,10.0008,6.1116,2.2224,100,64.5,29,11.26538,5.63269,0,1029.462155,1024.89053,1020.318905,-9999,0,-9999,-9999
2013,10,22,25.002,15.0012,5.0004,12.2232,7.7784,3.8892,93,62.5,32,11.26538,5.63269,0,1025.059849,1022.181419,1019.302989,-9999,0,-9999,-9999
2013,10,23,22.7796,14.4456,6.6672,12.2232,8.8896,6.1116,100,65,30,25.74944,12.87472,0,1027.091683,1024.551891,1022.0121,-9999,0,-9999,-9999
2013,10,24,23.8908,15.5568,7.7784,11.6676,9.4452,6.6672,94,66,38,17.70274,8.85137,0,1027.430321,1024.551891,1021.673461,-9999,0,-9999,-9999
2013,10,25,22.7796,13.3344,3.8892,12.2232,7.7784,3.8892,100,65.5,31,14.48406,7.24203,0,1026.414405,1023.366655,1020.318905,-9999,0,-9999,-9999
2013,10,26,25.002,13.89,2.778,7.2228,3.8892,0.5556,100,61,22,11.26538,5.63269,0,1026.414405,1023.535975,1020.657544,-9999,0,-9999,-9999
2013,10,27,23.8908,12.7788,1.6668,7.2228,4.4448,1.1112,100,62.5,25,11.26538,5.63269,0,1025.059849,1021.165502,1017.271155,-9999,0,-9999,-9999
2013,10,28,23.8908,14.4456,5.0004,12.2232,7.2228,2.2224,100,67,34,17.70274,8.85137,0,1023.028016,1019.810947,1016.593878,-9999,0,-9999,-9999
2013,10,29,25.5576,15.5568,5.0004,11.112,7.7784,3.8892,100,63,26,11.26538,5.63269,0,1020.657544,1017.779114,1014.900683,-9999,0,-9999,-9999
2013,10,30,23.8908,14.4456,5.556,12.2232,7.7784,3.8892,100,65.5,31,6.43736,3.21868,0,1022.0121,1019.641628,1017.271155,-9999,0,-9999,-9999
2013,10,31,19.446,13.3344,6.6672,12.2232,9.4452,5.0004,100,72.5,45,17.70274,8.85137,0,1027.091683,1024.551891,1022.0121,-9999,0,-9999,-9999
2013,11,1,13.89,10.0008,6.6672,12.2232,9.4452,6.1116,94,78,62,25.74944,12.87472,0,1027.091683,1025.229169,1023.366655,-9999,0,-9999,3.057746
2013,11,2,15.5568,9.4452,3.3336,10.0008,7.2228,2.778,100,79,58,11.26538,5.63269,0,1025.059849,1021.334822,1017.609794,-9999,0,-9999,7.402964
2013,11,3,20.0016,12.2232,3.8892,11.112,7.2228,2.778,100,71,42,14.48406,7.24203,0,1020.996183,1017.101836,1013.207489,-9999,0,-9999,5.793624
2013,11,4,20.0016,14.4456,8.334,11.112,7.7784,6.1116,94,69.5,45,14.48406,7.24203,0,1016.255239,1013.546128,1010.837017,-9999,0,-9999,8.207634
2013,11,5,20.5572,14.4456,8.334,12.2232,9.4452,6.1116,94,70,46,25.74944,12.87472,0,1010.498378,1006.265392,1002.032406,-9999,0,-9999,7.563898
2013,11,6,17.7792,12.7788,7.7784,15.0012,9.4452,5.556,94,72,50,32.1868,16.0934,0,1012.191572,1006.604031,1001.01649,-9999,3.048,-9999,9.334172
2013,11,7,15.5568,8.8896,2.2224,7.7784,5.556,1.1112,100,72.5,45,17.70274,8.85137,0,1022.689377,1017.440475,1012.191572,-9999,0,-9999,8.690436
2013,11,8,20.0016,11.112,1.6668,8.8896,5.556,1.1112,100,69.5,39,14.48406,7.24203,0,1023.705294,1021.165502,1018.625711,-9999,0,-9999,7.885766
2013,11,9,18.3348,10.5564,2.778,8.8896,6.1116,2.2224,100,70.5,41,17.70274,8.85137,0,1022.350738,1019.133669,1015.9166,-9999,0,-9999,7.081096
2013,11,10,17.7792,11.112,3.8892,10.0008,6.6672,2.778,100,74.5,49,14.48406,7.24203,0,1017.609794,1013.715447,1009.8211,-9999,0,-9999,-9999
2013,11,11,15.0012,11.6676,8.334,11.112,8.8896,6.6672,94,76,58,25.74944,12.87472,0,1018.96435,1014.054086,1009.143823,-9999,0,-9999,-9999
2013,11,12,15.5568,13.3344,10.5564,13.89,11.6676,9.4452,100,85.5,71,25.74944,12.87472,0,1024.043933,1021.504141,1018.96435,-9999,0,-9999,-9999
2013,11,13,15.0012,12.2232,9.4452,12.7788,10.0008,7.2228,100,86,72,25.74944,14.48406,3.21868,1024.043933,1022.520058,1020.996183,-9999,0,-9999,8.690436
2013,11,14,10.0008,8.8896,7.2228,11.112,8.8896,5.0004,100,90.5,81,28.96812,14.48406,0,1021.673461,1019.810947,1017.948433,-9999,0.508,-9999,8.529502
2013,11,15,10.0008,7.7784,5.0004,7.7784,6.1116,2.778,100,83,66,28.96812,14.48406,0,1027.091683,1023.535975,1019.980266,-9999,0,-9999,9.816974
2013,11,16,8.8896,5.0004,0.5556,7.2228,4.4448,0.5556,100,80,60,17.70274,8.85137,0,1028.107599,1026.583724,1025.059849,-9999,0,-9999,9.816974
2013,11,17,7.2228,3.8892,0.5556,5.0004,2.2224,-2.2224,100,87,74,11.26538,5.63269,0,1028.446238,1025.737127,1023.028016,-9999,0,-9999,3.862416
2013,11,18,10.5564,5.0004,-0.5556,6.1116,2.778,-1.1112,100,77,54,20.92142,10.46071,0,1026.414405,1023.705294,1020.996183,-9999,0,-9999,3.057746
2013,11,19,10.0008,6.1116,2.2224,6.1116,4.4448,1.6668,100,82.5,65,32.1868,16.0934,0,1023.705294,1019.980266,1016.255239,-9999,0,-9999,9.012304
2013,11,20,12.7788,8.8896,5.0004,7.7784,6.1116,4.4448,93,78,63,35.40548,17.70274,0,1015.9166,1012.530211,1009.143823,-9999,0,-9999,8.529502
2013,11,21,15.0012,10.5564,6.1116,8.8896,7.7784,2.778,100,66,32,28.96812,14.48406,0,1010.837017,1007.619948,1004.402879,-9999,0,-9999,8.529502
2013,11,22,15.5568,10.0008,5.0004,8.8896,6.6672,4.4448,100,75.5,51,17.70274,8.85137,0,1009.143823,1007.281309,1005.418795,-9999,0,-9999,5.954558
2013,11,23,13.89,8.8896,3.8892,8.8896,6.1116,2.2224,100,75.5,51,32.1868,16.0934,0,1010.159739,1007.619948,1005.080156,-9999,3.048,-9999,7.24203
2013,11,24,10.0008,6.6672,3.3336,8.8896,6.1116,2.2224,100,91,82,32.1868,16.0934,0,1009.8211,1005.418795,1001.01649,-9999,3.048,-9999,8.85137
2013,11,25,5.556,2.778,0,7.7784,2.2224,-2.778,93,70.5,48,32.1868,16.0934,0,1012.86885,1006.94267,1001.01649,-9999,0.254,-9999,9.977908
2013,11,26,2.778,0.5556,-1.6668,2.2224,-0.5556,-2.778,100,90,80,28.96812,14.48406,0,1014.562045,1012.360892,1010.159739,-9999,2.032,-9999,4.988954
2013,11,27,1.1112,-1.1112,-3.3336,1.1112,-1.1112,-2.778,100,88.5,77,14.48406,7.24203,0,1028.446238,1020.318905,1012.191572,-9999,0.762,-9999,7.081096
2013,11,28,0,-2.2224,-3.8892,-1.1112,-2.778,-5.0004,98,85,72,20.92142,10.46071,0,1032.848543,1028.446238,1024.043933,-9999,0,-9999,9.816974
2013,11,29,2.778,-2.2224,-6.6672,0,-3.3336,-7.7784,100,81,62,35.40548,17.70274,0,1027.430321,1024.213252,1020.996183,-9999,0,-9999,8.690436
2013,11,30,2.778,-2.2224,-7.2228,-2.2224,-4.4448,-8.8896,100,78,56,14.48406,7.24203,0,1026.075766,1023.028016,1019.980266,-9999,0,-9999,6.115492
2013,12,1,5.0004,2.2224,0,3.8892,1.1112,-2.778,100,87.5,75,14.48406,7.24203,0,1026.075766,1024.043933,1022.0121,-9999,1.016,-9999,8.85137
2013,12,2,3.8892,1.1112,-1.1112,3.8892,1.1112,-2.2224,100,86,72,25.74944,12.87472,0,1031.493988,1026.245085,1020.996183,-9999,0.508,-9999,11.26538
2013,12,3,5.0004,0,-5.0004,0,-2.778,-6.1116,100,72.5,45,28.96812,14.48406,0,1035.219015,1032.679224,1030.139432,-9999,0,-9999,9.816974
2013,12,4,3.8892,-2.2224,-7.7784,-2.778,-5.556,-7.7784,100,71,42,17.70274,8.85137,0,1032.848543,1026.922363,1020.996183,-9999,0,-9999,6.43736
2013,12,5,6.1116,0,-6.6672,-2.2224,-4.4448,-8.8896,100,61,22,49.88954,24.94477,0,1026.075766,1023.028016,1019.980266,-9999,0,-9999,6.920162
2013,12,6,5.0004,1.1112,-2.778,0,-1.6668,-3.8892,100,81.5,63,20.92142,10.46071,0,1023.366655,1016.763197,1010.159739,-9999,1.016,-9999,9.173238
2013,12,7,5.0004,1.6668,-1.6668,0,-5.0004,-11.112,93,67,41,43.45218,21.72609,0,1026.075766,1020.657544,1015.239322,-9999,0,-9999,9.816974
2013,12,8,5.0004,1.1112,-3.3336,-2.2224,-5.556,-8.8896,86,55.5,25,35.40548,20.92142,6.43736,1030.81671,1027.430321,1024.043933,-9999,0,-9999,6.43736
2013,12,9,7.7784,1.1112,-5.0004,0,-2.778,-6.1116,100,64,28,32.1868,16.0934,0,1032.509904,1026.753044,1020.996183,-9999,0,-9999,7.885766
2013,12,10,6.6672,1.1112,-4.4448,3.8892,-0.5556,-6.1116,87,60.5,34,35.40548,17.70274,0,1037.928126,1029.462155,1020.996183,-9999,0,-9999,9.816974
2013,12,11,2.778,-1.6668,-6.1116,-3.8892,-6.6672,-11.112,100,68.5,37,14.48406,7.24203,0,1040.975876,1036.573571,1032.171266,-9999,0,-9999,8.690436
2013,12,12,5.556,0,-5.0004,-3.8892,-7.2228,-12.7788,80,55,30,25.74944,12.87472,0,1034.880377,1030.478071,1026.075766,-9999,0,-9999,10.621644
2013,12,13,1.6668,-1.1112,-5.0004,-1.6668,-3.3336,-6.1116,100,82.5,65,32.1868,16.0934,0,1028.446238,1025.229169,1022.0121,-9999,0,-9999,9.012304
2013,12,14,5.556,0,-5.0004,1.1112,-1.6668,-6.1116,100,68.5,37,14.48406,7.24203,0,1030.478071,1027.261002,1024.043933,-9999,0,-9999,5.793624
2013,12,15,1.6668,-3.3336,-8.334,0,-4.4448,-8.8896,100,81.5,63,25.74944,12.87472,0,1035.219015,1032.171266,1029.123516,-9999,0,-9999,5.954558
2013,12,16,2.778,0,-2.778,-1.1112,-2.778,-5.0004,87,76.5,66,17.70274,8.85137,0,1038.605404,1035.388335,1032.171266,-9999,0,-9999,9.816974
2013,12,17,1.1112,-2.2224,-6.1116,-2.2224,-3.8892,-6.1116,100,82.5,65,11.26538,5.63269,0,1038.944043,1036.065613,1033.187182,-9999,0,-9999,5.793624
2013,12,18,5.0004,-1.6668,-8.334,-1.6668,-5.0004,-8.8896,100,74.5,49,11.26538,5.63269,0,1036.573571,1031.832627,1027.091683,-9999,0,-9999,4.345218
2013,12,19,5.556,-2.2224,-10.0008,-2.2224,-5.556,-10.0008,100,73,46,6.43736,3.21868,0,1031.155349,1027.599641,1024.043933,-9999,0,-9999,3.862416
2013,12,20,5.556,-2.2224,-9.4452,-2.778,-6.1116,-10.0008,100,68.5,37,6.43736,3.21868,0,1034.541738,1030.308752,1026.075766,-9999,0,-9999,4.02335
2013,12,21,8.8896,0,-9.4452,2.778,-3.8892,-10.0008,100,67.5,35,25.74944,12.87472,0,1038.605404,1035.388335,1032.171266,-9999,0,-9999,4.184284
2013,12,22,7.7784,0,-8.334,3.8892,-3.8892,-7.7784,100,80.5,61,11.26538,5.63269,0,1039.621321,1035.388335,1031.155349,-9999,0,-9999,3.057746
2013,12,23,5.0004,-2.2224,-9.4452,2.778,-4.4448,-10.0008,100,69.5,39,6.43736,3.21868,0,1033.86446,1029.970113,1026.075766,-9999,0,-9999,1.448406
2013,12,24,1.1112,-4.4448,-10.0008,-1.1112,-5.0004,-11.112,100,82.5,65,6.43736,3.21868,0,1032.171266,1028.107599,1024.043933,-9999,0,-9999,1.287472
2013,12,25,8.8896,2.778,-3.3336,1.1112,-2.2224,-5.556,100,67,34,11.26538,5.63269,0,1026.753044,1022.350738,1017.948433,-9999,0,-9999,2.574944
2013,12,26,8.8896,1.1112,-6.1116,3.8892,0,-6.1116,100,78,56,25.74944,12.87472,0,1020.996183,1016.085919,1011.175656,-9999,0,-9999,5.149888
2013,12,27,10.0008,4.4448,-1.1112,7.7784,5.556,2.778,93,84,75,28.96812,14.48406,0,1016.932517,1013.546128,1010.159739,-9999,0,-9999,8.0467
2013,12,28,15.0012,7.7784,0,7.2228,3.3336,-1.1112,93,64.5,36,20.92142,10.46071,0,1020.318905,1017.779114,1015.239322,-9999,0,-9999,7.081096
2013,12,29,10.0008,2.2224,-5.0004,2.778,-1.1112,-5.0004,100,76,52,11.26538,5.63269,0,1023.705294,1020.826864,1017.948433,-9999,0,-9999,4.02335
2013,12,30,10.0008,2.2224,-6.1116,2.778,-1.6668,-6.1116,100,74.5,49,14.48406,7.24203,0,1026.753044,1023.874613,1020.996183,-9999,0,-9999,3.862416
2013,12,31,2.778,-1.1112,-5.0004,0,-2.778,-5.0004,100,74.5,49,25.74944,12.87472,0,1028.784877,1025.906447,1023.028016,-9999,0,-9999,6.43736
2014,1,1,2.778,0,-2.2224,1.1112,-1.6668,-3.8892,100,81.5,63,20.92142,10.46071,0,1027.091683,1024.043933,1020.996183,-9999,0,-9999,7.081096
2014,1,2,5.0004,1.1112,-5.0004,2.2224,-0.5556,-5.0004,100,80,60,11.26538,5.63269,0,1024.721211,1021.84278,1018.96435,-9999,0,-9999,4.82802
2014,1,3,0,-2.778,-5.556,-0.5556,-2.2224,-6.1116,100,97.5,95,6.43736,3.21868,0,1026.414405,1023.705294,1020.996183,-9999,0,-9999,0.80467
2014,1,4,0,-2.2224,-4.4448,0,-2.2224,-3.8892,100,97.5,95,6.43736,3.21868,0,1030.139432,1026.583724,1023.028016,-9999,0,-9999,0.321868
2014,1,5,2.778,0,-3.3336,2.778,-1.1112,-3.8892,100,95.5,91,14.48406,7.24203,0,1025.737127,1021.84278,1017.948433,-9999,0,-9999,0.321868
2014,1,6,6.6672,1.1112,-4.4448,6.1116,0.5556,-3.8892,100,85.5,71,6.43736,3.21868,0,1025.059849,1021.504141,1017.948433,-9999,0,-9999,0.643736
2014,1,7,2.778,0,-3.3336,1.6668,-0.5556,-2.778,100,96.5,93,6.43736,3.21868,0,1028.784877,1025.906447,1023.028016,-9999,0,-9999,0.321868
2014,1,8,1.6668,0,-2.2224,2.2224,-0.5556,-2.2224,100,87.5,75,6.43736,3.21868,0,1030.139432,1027.599641,1025.059849,-9999,0,-9999,0.321868
2014,1,9,1.1112,-0.5556,-2.2224,1.1112,-0.5556,-2.2224,100,93.5,87,6.43736,3.21868,0,1028.446238,1024.721211,1020.996183,-9999,0,-9999,0.321868
2014,1,10,7.7784,2.778,-2.2224,2.778,-0.5556,-2.2224,100,92.5,85,14.48406,7.24203,0,1024.382572,1020.318905,1016.255239,-9999,0,-9999,0.965604
2014,1,11,10.0008,2.2224,-6.1116,5.0004,0,-6.1116,100,76.5,53,11.26538,5.63269,0,1026.075766,1023.535975,1020.996183,-9999,0,-9999,4.184284
2014,1,12,10.0008,3.8892,-2.2224,6.1116,0.5556,-5.0004,100,81.5,63,20.92142,10.46071,0,1025.059849,1022.520058,1019.980266,-9999,0,-9999,4.82802
2014,1,13,10.5564,3.3336,-4.4448,2.2224,-1.1112,-5.0004,100,67.5,35,14.48406,7.24203,0,1025.398488,1021.673461,1017.948433,-9999,0,-9999,6.920162
2014,1,14,10.5564,1.6668,-7.2228,3.8892,-2.2224,-7.7784,100,69.5,39,25.74944,12.87472,0,1022.689377,1018.96435,1015.239322,-9999,0,-9999,6.276426
2014,1,15,8.8896,4.4448,0.5556,6.1116,2.778,-0.5556,100,84,68,20.92142,10.46071,0,1018.96435,1016.085919,1013.207489,-9999,0,-9999,7.081096
2014,1,16,10.5564,5.556,0,6.1116,3.8892,0,100,79.5,59,17.70274,8.85137,0,1018.96435,1016.085919,1013.207489,-9999,0,-9999,5.793624
2014,1,17,3.8892,0.5556,-2.778,3.8892,0,-3.8892,100,96,92,6.43736,3.21868,0,1022.0121,1019.641628,1017.271155,-9999,0,-9999,1.287472
2014,1,18,7.7784,2.778,-2.2224,6.1116,1.6668,-2.2224,100,86.5,73,11.26538,5.63269,0,1020.318905,1018.287072,1016.255239,-9999,0,-9999,2.41401
2014,1,19,10.5564,3.3336,-3.3336,5.0004,1.6668,-2.778,100,76,52,17.70274,8.85137,0,1022.0121,1017.609794,1013.207489,-9999,0,-9999,4.667086
2014,1,20,17.7792,11.112,5.0004,7.2228,4.4448,2.2224,93,62,31,46.67086,23.33543,0,1012.86885,1009.482462,1006.096073,-9999,0,-9999,10.138842
2014,1,21,13.3344,9.4452,5.556,7.2228,4.4448,2.2224,100,69,38,25.74944,12.87472,0,1009.482462,1006.773351,1004.06424,-9999,0.254,-9999,9.65604
2014,1,22,10.0008,7.7784,5.0004,6.1116,5.0004,2.2224,93,76,59,25.74944,12.87472,0,1014.223406,1009.651781,1005.080156,-9999,0,-9999,10.138842
2014,1,23,10.5564,5.0004,-0.5556,6.1116,2.778,-1.1112,100,81,62,11.26538,5.63269,0,1018.625711,1016.424558,1014.223406,-9999,0,-9999,5.793624
2014,1,24,7.7784,3.8892,0,5.0004,1.6668,-2.2224,100,84.5,69,35.40548,17.70274,0,1018.96435,1012.022253,1005.080156,-9999,2.032,-9999,7.724832
2014,1,25,1.6668,-2.778,-7.2228,6.1116,-1.6668,-8.8896,100,89,78,20.92142,10.46071,0,1012.191572,1006.096073,1000.000573,-9999,6.096,-9999,7.24203
2014,1,26,-6.6672,-7.7784,-9.4452,-7.7784,-9.4452,-12.2232,99,86.5,74,25.74944,12.87472,0,1012.86885,1007.958587,1003.048323,-9999,5.08,-9999,5.471756
2014,1,27,-1.6668,-5.556,-9.4452,-6.1116,-8.8896,-12.7788,86,70,54,20.92142,10.46071,0,1009.8211,1005.418795,1001.01649,-9999,0,-9999,8.529502
2014,1,28,0,-2.2224,-5.0004,-2.778,-5.0004,-7.2228,100,83,66,35.40548,17.70274,0,1006.096073,1003.556281,1001.01649,-9999,0,-9999,7.885766
2014,1,29,0.5556,-3.8892,-8.334,0,-3.8892,-7.7784,100,93,86,25.74944,12.87472,0,1018.96435,1009.99042,1001.01649,-9999,2.032,-9999,3.379614
2014,1,30,-0.5556,-4.4448,-8.8896,-1.1112,-5.0004,-10.0008,100,86.5,73,32.1868,16.0934,0,1031.493988,1023.874613,1016.255239,-9999,0,-9999,3.540548
2014,1,31,-2.2224,-3.8892,-5.556,-5.0004,-6.1116,-7.7784,100,86.5,73,43.45218,24.94477,6.43736,1036.234932,1032.171266,1028.107599,-9999,0,-9999,9.65604
2014,2,1,0,-2.2224,-5.0004,-2.2224,-4.4448,-7.2228,93,81.5,70,40.2335,21.72609,3.21868,1035.896293,1030.98603,1026.075766,-9999,0,-9999,9.977908
2014,2,2,1.6668,0,-2.2224,-0.5556,-2.778,-5.0004,89,75,61,49.88954,28.16345,6.43736,1028.446238,1025.229169,1022.0121,-9999,0,-9999,9.65604
2014,2,3,2.778,1.1112,-0.5556,0,-2.2224,-3.8892,87,75.5,64,40.2335,23.33543,6.43736,1027.430321,1025.229169,1023.028016,-9999,0,-9999,9.977908
2014,2,4,1.6668,-1.1112,-3.3336,-2.2224,-3.8892,-5.0004,93,76.5,60,28.96812,14.48406,0,1028.784877,1026.414405,1024.043933,-9999,0,-9999,9.65604
